"رقم الملف المروري","الاسم بالعربي","الجنسية","المركبات الغير منتهية","المركبات المنتهية","المهنة","الرقم الموحد","الدخول والخروج","تاريخ الدخول والخروج","السوابق","تحركات المركبات","عدد المركبات","لا توجد تحركات","عدد المركبات 222"
"       45761","بهادر راي","نيبال","           5","           5","مهندس معماري","    82049816","داخل","24JUN26:00:00:00","لاتوجد","           5","          10","           5","          10"
"    80685487","هدى محمود","العراق","           2","           2","أخصائي مختبر","    12298233","داخل الدولة","18DEC25:00:00:00","توجد","           1","           4","           3","           4"
"    19077860","المسار السريع لتأجير السيارات","الإمارات العربية المتحدة","           8","          11","رجل أعمال","    78028821","داخل الدولة","16MAY25:00:00:00","متوفى","           8","          19","          11","          19"
"      878923","عائشة حسن","سوريا","           0","           1","وسيط عقاري","    71696439","خارج","16SEP24:00:00:00","توجد","           1","           1","           0","           1"
"    96916842","علي فهمي","سوريا","           1","           2","مهندس ميكانيكا","    16305098","داخل الدولة","13JUL26:00:00:00","لاتوجد","           1","           3","           2","           3"
"      949371","كامران خان","باكستان","           6","           6","نجار","    85553373","خارج الدولة","03AUG25:00:00:00","توجد","           8","          12","           4","          12"
"      803682","توماس ميلر","المملكة المتحدة","           3","           1","صيدلي","    94438393","خارج الدولة","17APR25:00:00:00","متوفى","           2","           4","           2","           4"
"      234530","رافي مينون","الهند","           6","           7","طالب","    96022403","خارج الدولة","12DEC25:00:00:00","توجد","           5","          13","           8","          13"
"     8002542","جهانغير حسين","بنغلاديش","          10","           3","فني","    93993696","خارج الدولة","03MAY26:00:00:00","لاتوجد","           6","          13","           7","          13"
"    33948686","محمد مالك","باكستان","          14","           9","وسيط عقاري","    72116229","خارج","11OCT24:00:00:00","توجد","           7","          23","          16","          23"
"    49944565","راشد الغافري","الإمارات العربية المتحدة","           3","           4","مهندس كهرباء","    84363312","خارج","08FEB26:00:00:00","توجد","           5","           7","           2","           7"
"      568967","كيران ناير","الهند","           9","          10","بائع","    40494912","خارج الدولة","02JUL26:00:00:00","لاتوجد","           6","          19","          13","          19"
"    33936117","سلامة منصور","العراق","           5","           3","بحار","    25764646","خارج","08JAN25:00:00:00","توجد","           3","           8","           5","           8"
"    98542792","عمر السويدي","الإمارات العربية المتحدة","           4","           0","عامل نظافة","    94733149","خارج الدولة","28SEP24:00:00:00","لاتوجد","           3","           4","           1","           4"
"    69949689","أنيل باتيل","الهند","           0","           2","مندوب مبيعات","    73529389","داخل","18APR25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    71063232","ماجد درويش","السعودية","           4","           3","صحفي","    47101592","خارج الدولة","20APR26:00:00:00","توجد","           5","           7","           2","           7"
"    21119618","الاتحاد للتجارة ذ.م.م","الإمارات العربية المتحدة","           2","           3","مقاول","    36598940","داخل","26NOV25:00:00:00","توجد","           1","           5","           4","           5"
"    59653409","منصور محمود","فلسطين","           3","           1","مقاول","    66731787","داخل الدولة","27JUL25:00:00:00","لاتوجد","           1","           4","           3","           4"
"      363011","حمدان السويدي","الإمارات العربية المتحدة","           2","           2","موظف حكومي","    86187080","داخل","04DEC24:00:00:00","توجد","           3","           4","           1","           4"
"    54771503","عبدالله إبراهيم","اليمن","           1","           0","مندوب مبيعات","    30129305","داخل","06JUL25:00:00:00","لاتوجد","           1","           1","           0","           1"
"     4366477","آصف أحمد","باكستان","           5","           7","عامل توصيل","    25104694","داخل","26MAR25:00:00:00","لاتوجد","           4","          12","           8","          12"
"     1634491","عدنان بت","باكستان","           0","           2","مدير موارد بشرية","    76145041","داخل","11FEB25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    81050220","رافي ناير","الهند","           1","           5","مدير","    25155483","داخل","08MAY25:00:00:00","لاتوجد","           2","           6","           4","           6"
