"case_date","category","danger category description","driver name","driver name A","crime ADSC","Traffic No","وجود البلاغات الجنائية"
"2023-07-24 05:45:09","غير مقلقة","dangerous","Hussein Kamal","حسين كمال","إثارة الشغب","    59522499","بلاغ جنائي"
"2023-10-12 00:37:26","غير مقلقة","medium","Juma Al Suwaidi","جمعة السويدي","التلاعب في عداد المسافات","      844875","بلاغ جنائي"
"","","dangerous","Imran Raza","عمران رضا","","    36750122","بدون البلاغات الجنائية"
"","","medium","Mona Kamal","منى كمال","","    38005954","بدون البلاغات الجنائية"
"2026-06-23 12:59:30","مقلقة","highly dangerous","Mansoor Al Shamsi","منصور الشامسي","الشروع في السرقة","       56145","بلاغ جنائي"
"2026-03-31 18:34:00","مقلقة","highly dangerous","Mansoor Al Shamsi","منصور الشامسي","غسل الأموال","       56145","بلاغ جنائي"
"2020-07-30 03:50:14","غير مقلقة","dangerous","Cristina Mendoza","كريستينا ميندوزا","إثارة الشغب","    62806252","بلاغ جنائي"
"2024-07-30 04:13:48","غير مقلقة","dangerous","Cristina Mendoza","كريستينا ميندوزا","التعدي على الأملاك الخاصة","    62806252","بلاغ جنائي"
"2019-01-23 21:55:18","غير مقلقة","dangerous","Cristina Mendoza","كريستينا ميندوزا","خيانة الأمانة","    62806252","بلاغ جنائي"
"2025-03-14 03:39:22","مقلقة","dangerous","Cristina Mendoza","كريستينا ميندوزا","عدم الالتزام بالإقامة الجبرية","    62806252","بلاغ جنائي"
"2020-11-07 19:21:20","مقلقة","dangerous","Cristina Mendoza","كريستينا ميندوزا","القيادة بسرعة جنونية","    62806252","بلاغ جنائي"
"2022-10-24 01:26:42","غير مقلقة","medium","Zayed Mahmoud","زايد محمود","إتلاف ممتلكات عامة","      883487","بلاغ جنائي"
"2024-03-05 11:30:12","غير مقلقة","medium","Zayed Mahmoud","زايد محمود","التعدي على الأملاك الخاصة","      883487","بلاغ جنائي"
"2025-07-24 13:05:37","مقلقة","medium","Kamran Raza","كامران رضا","التفحيط وتعريض الأرواح للخطر","    82764931","بلاغ جنائي"
"2026-03-18 19:21:28","غير مقلقة","medium","Kamran Raza","كامران رضا","القيادة بلا لوحات","    82764931","بلاغ جنائي"
"2022-08-23 17:00:24","مقلقة","medium","Kamran Raza","كامران رضا","التحرش","    82764931","بلاغ جنائي"
"","","highly dangerous","Sara Fahmy","سارة فهمي","","    19263986","بدون البلاغات الجنائية"
"2019-06-15 14:30:13","مقلقة","highly dangerous","Zeeshan Qureshi","زيشان قريشي","التحرش","    82189229","بلاغ جنائي"
"2022-03-22 21:56:32","مقلقة","highly dangerous","Zeeshan Qureshi","زيشان قريشي","النصب والاحتيال","    82189229","بلاغ جنائي"
"","","low","Obaid Al Mazrouei","عبيد المزروعي","","       89168","بدون البلاغات الجنائية"
"","","medium","Saeed Mahmoud","سعيد محمود","","    35066048","بدون البلاغات الجنائية"
"","","dangerous","Zeeshan Qureshi","زيشان قريشي","","    75358833","بدون البلاغات الجنائية"
"2024-05-07 12:24:40","غير مقلقة","medium","Ramesh Sharma","راميش شارما","إثارة الشغب","    11855908","بلاغ جنائي"
"2021-11-14 11:56:13","غير مقلقة","medium","Ramesh Sharma","راميش شارما","القيادة بلا لوحات","    11855908","بلاغ جنائي"
"2020-06-01 22:59:24","غير مقلقة","medium","Ramesh Sharma","راميش شارما","إتلاف ممتلكات عامة","    11855908","بلاغ جنائي"
"2026-02-03 14:51:41","غير مقلقة","medium","Ramesh Sharma","راميش شارما","السب والقذف","    11855908","بلاغ جنائي"
"2021-12-03 15:24:39","غير مقلقة","medium","Ramesh Sharma","راميش شارما","مخالفة قيود الإقامة","    11855908","بلاغ جنائي"
"","","low","Krishna Shrestha","كريشنا شريستا","","     9191545","بدون البلاغات الجنائية"
"","","low","Maria Ramos","ماريا راموس","","    54551051","بدون البلاغات الجنائية"
"","","low","Ramesh Pillai","راميش بيلاي","","    73217871","بدون البلاغات الجنائية"
"","","low","Asha Singh","آشا سينغ","","      427724","بدون البلاغات الجنائية"
"2024-09-26 07:11:11","غير مقلقة","highly dangerous","Kamal Rahman","كمال رحمن","إثارة الشغب","    21257613","بلاغ جنائي"
"","","dangerous","Ravi Singh","رافي سينغ","","    65539272","بدون البلاغات الجنائية"
"2019-04-26 07:55:25","غير مقلقة","dangerous","Al Ain Farms Transport","مزارع العين للنقل","تجاوز الإشارة الحمراء بشكل متكرر","    77283710","بلاغ جنائي"
"2022-11-20 23:54:32","غير مقلقة","dangerous","Al Ain Farms Transport","مزارع العين للنقل","خيانة الأمانة","    77283710","بلاغ جنائي"
"2023-10-30 19:10:57","غير مقلقة","dangerous","Al Ain Farms Transport","مزارع العين للنقل","إتلاف ممتلكات عامة","    77283710","بلاغ جنائي"
"","","low","Daniel Williams","دانيال ويليامز","","       71412","بدون البلاغات الجنائية"
"","","medium","Oasis Logistics","الواحة للخدمات اللوجستية","","    70103718","بدون البلاغات الجنائية"
"","","dangerous","Anil Rao","أنيل راو","","      408467","بدون البلاغات الجنائية"
"","","low","Manoj Menon","مانوج مينون","","     2878082","بدون البلاغات الجنائية"
"","","low","Ibrahim Al Rumaithi","إبراهيم الرميثي","","    40484737","بدون البلاغات الجنائية"
"","","low","Mansoor Al Mansoori","منصور المنصوري","","     4652866","بدون البلاغات الجنائية"
"","","low","Nazrul Rahman","نذرول رحمن","","    28465638","بدون البلاغات الجنائية"
"2019-08-14 06:48:06","مقلقة","highly dangerous","Emirates Beauty Trading","الإمارات لتجارة مستحضرات التجميل","الابتزاز الإلكتروني","    17250021","بلاغ جنائي"
"2025-05-18 19:16:38","غير مقلقة","highly dangerous","Emirates Beauty Trading","الإمارات لتجارة مستحضرات التجميل","التلاعب في عداد المسافات","    17250021","بلاغ جنائي"
"2023-04-21 19:53:25","غير مقلقة","highly dangerous","Emirates Beauty Trading","الإمارات لتجارة مستحضرات التجميل","إتلاف ممتلكات عامة","    17250021","بلاغ جنائي"
"2025-05-18 15:21:42","مقلقة","dangerous","Noura Al Dhaheri","نورة الظاهري","الاعتداء بالضرب المفضي إلى إصابة","    38255346","بلاغ جنائي"
"2022-12-04 05:22:10","مقلقة","dangerous","Noura Al Dhaheri","نورة الظاهري","حيازة ممنوعات","    38255346","بلاغ جنائي"
"2022-07-08 00:49:16","غير مقلقة","dangerous","Noura Al Dhaheri","نورة الظاهري","القيادة بدون تأمين ساري","    38255346","بلاغ جنائي"
"","","dangerous","Majid Awad","ماجد عوض","","       20741","بدون البلاغات الجنائية"
"","","low","Sultan Al Kaabi","سلطان الكعبي","","     2082693","بدون البلاغات الجنائية"
"2025-03-28 21:15:19","مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","الشروع في السرقة","    47835482","بلاغ جنائي"
"2023-11-22 11:41:01","غير مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","إصدار شيك بدون رصيد","    47835482","بلاغ جنائي"
"2025-08-03 02:21:04","مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","القيادة أثناء سحب الرخصة","    47835482","بلاغ جنائي"
"2022-05-10 00:31:07","غير مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","إتلاف ممتلكات عامة","    47835482","بلاغ جنائي"
"2021-10-26 07:47:27","غير مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","إتلاف ممتلكات عامة","    47835482","بلاغ جنائي"
"2024-10-15 01:20:00","مقلقة","medium","Ibrahim Mansour","إبراهيم منصور","الرشوة","    47835482","بلاغ جنائي"
"","","medium","Al Wathba Trading","الوثبة للتجارة","","     1108284","بدون البلاغات الجنائية"
"","","medium","Hassan Al Ali","حسن العلي","","      196397","بدون البلاغات الجنائية"
"","","low","Sampath Fernando","سامباث فرناندو","","      242988","بدون البلاغات الجنائية"
"","","medium","Al Naboodah Transport","النابودة للنقل","","     6861091","بدون البلاغات الجنائية"
"2022-08-22 04:09:16","مقلقة","highly dangerous","Zayed Nassar","زايد نصار","التفحيط وتعريض الأرواح للخطر","       63727","بلاغ جنائي"
"2026-02-13 04:20:02","مقلقة","highly dangerous","Zayed Nassar","زايد نصار","مقاومة رجال السلطة","       63727","بلاغ جنائي"
"2025-06-18 07:15:23","غير مقلقة","highly dangerous","Zayed Nassar","زايد نصار","خيانة الأمانة","       63727","بلاغ جنائي"
"2025-06-05 01:38:06","غير مقلقة","highly dangerous","Zayed Nassar","زايد نصار","الامتناع عن دفع الغرامات المستحقة","       63727","بلاغ جنائي"
"2026-01-12 06:15:43","مقلقة","dangerous","Hind Mahmoud","هند محمود","القيادة بسرعة جنونية","    71800270","بلاغ جنائي"
"2024-10-07 23:32:50","غير مقلقة","medium","Hessa Khalil","حصة خليل","مخالفة الأنظمة الجمركية","      586752","بلاغ جنائي"
"2023-09-17 01:39:10","غير مقلقة","medium","Hessa Khalil","حصة خليل","السب والقذف","      586752","بلاغ جنائي"
"","","low","Ravi Shah","رافي شاه","","      287959","بدون البلاغات الجنائية"
"","","medium","Kiran Menon","كيران مينون","","    85190409","بدون البلاغات الجنائية"
"","","medium","Nasser Mansour","ناصر منصور","","    99411618","بدون البلاغات الجنائية"
"2022-02-16 08:48:35","مقلقة","highly dangerous","Anita Das","أنيتا داس","التزوير في محرر رسمي","      839454","بلاغ جنائي"
"","","medium","Ramon Aquino","رامون أكينو","","    90736686","بدون البلاغات الجنائية"
"","","dangerous","Hussein Mansour","حسين منصور","","    24914837","بدون البلاغات الجنائية"
"2020-01-07 15:12:39","غير مقلقة","highly dangerous","Vijay Sharma","فيجاي شارما","القيادة عكس اتجاه السير","     9560745","بلاغ جنائي"
"2019-12-01 04:25:40","مقلقة","highly dangerous","Vijay Sharma","فيجاي شارما","الاعتداء على موظف عام أثناء تأدية عمله","     9560745","بلاغ جنائي"
"2023-04-28 09:16:09","مقلقة","highly dangerous","Vijay Sharma","فيجاي شارما","تعاطي مواد مخدرة","     9560745","بلاغ جنائي"
"2022-07-22 13:40:17","غير مقلقة","dangerous","Bikram Rai","بيكرام راي","مخالفة الأنظمة الجمركية","    29417903","بلاغ جنائي"
"2023-04-15 19:55:28","غير مقلقة","dangerous","Bikram Rai","بيكرام راي","نقل ركاب بدون تصريح","    29417903","بلاغ جنائي"
"","","low","Mansoor Haddad","منصور حداد","","    98110603","بدون البلاغات الجنائية"
"","","medium","Jahangir Hossain","جهانغير حسين","","     2573513","بدون البلاغات الجنائية"
"","","dangerous","Prakash Tamang","براكاش تامانغ","","       79355","بدون البلاغات الجنائية"
"","","low","Imran Ahmed","عمران أحمد","","     3839602","بدون البلاغات الجنائية"
"","","low","Arun Patel","أرون باتيل","","    73212696","بدون البلاغات الجنائية"
"2025-03-10 03:19:18","مقلقة","highly dangerous","Nasser Hassan","ناصر حسن","قيادة مركبة مسروقة","    86135550","بلاغ جنائي"
"2023-04-24 08:26:40","مقلقة","highly dangerous","Nasser Hassan","ناصر حسن","التفحيط وتعريض الأرواح للخطر","    86135550","بلاغ جنائي"
"","","medium","Rajesh Menon","راجيش مينون","","      227627","بدون البلاغات الجنائية"
"","","low","Tariq Fahmy","طارق فهمي","","      785231","بدون البلاغات الجنائية"
"","","low","Shahin Rahman","شاهين رحمن","","     5463907","بدون البلاغات الجنائية"
"2021-03-10 17:00:38","غير مقلقة","medium","Juma Al Nuaimi","جمعة النعيمي","السب والقذف","    23946695","بلاغ جنائي"
"2024-11-01 18:05:15","غير مقلقة","medium","Juma Al Nuaimi","جمعة النعيمي","التلاعب في عداد المسافات","    23946695","بلاغ جنائي"
"2023-08-26 20:21:18","غير مقلقة","medium","Juma Al Nuaimi","جمعة النعيمي","الامتناع عن دفع الغرامات المستحقة","    23946695","بلاغ جنائي"
"2020-09-03 06:50:53","مقلقة","highly dangerous","Amit Iyer","أميت آير","الشروع في السرقة","     9332350","بلاغ جنائي"
"2022-10-15 13:59:02","مقلقة","highly dangerous","Amit Iyer","أميت آير","انتحال صفة","     9332350","بلاغ جنائي"
"","","low","Bilal Butt","بلال بت","","       41162","بدون البلاغات الجنائية"
"","","low","Ramon Santos","رامون سانتوس","","    10229428","بدون البلاغات الجنائية"
"2023-11-28 12:19:11","مقلقة","highly dangerous","Mahmoud Al Rumaithi","محمود الرميثي","التزوير في اللوحات","    12728024","بلاغ جنائي"
"2021-05-31 03:05:35","مقلقة","dangerous","Hamdan Ali","حمدان علي","الرشوة","    70352728","بلاغ جنائي"
"2021-10-04 11:39:44","مقلقة","dangerous","Hamdan Ali","حمدان علي","الرشوة","    70352728","بلاغ جنائي"
"","","dangerous","Kamal Uddin","كمال الدين","","     5113318","بدون البلاغات الجنائية"
"","","medium","Nasser Al Mansoori","ناصر المنصوري","","    13925117","بدون البلاغات الجنائية"
"","","medium","Alia Al Ketbi","عالية الكتبي","","     7193787","بدون البلاغات الجنائية"
"","","medium","Oasis Logistics","الواحة للخدمات اللوجستية","","      223350","بدون البلاغات الجنائية"
"2020-08-04 23:47:16","مقلقة","highly dangerous","Muhammad Raza","محمد رضا","الابتزاز الإلكتروني","    71902135","بلاغ جنائي"
"2025-07-14 15:41:44","مقلقة","highly dangerous","Muhammad Raza","محمد رضا","القيادة أثناء سحب الرخصة","    71902135","بلاغ جنائي"
"2023-12-02 01:58:31","مقلقة","highly dangerous","Muhammad Raza","محمد رضا","عدم الالتزام بالإقامة الجبرية","    71902135","بلاغ جنائي"
"2020-09-19 20:39:59","مقلقة","highly dangerous","Shahin Chowdhury","شاهين شودري","عدم الالتزام بالإقامة الجبرية","    52023528","بلاغ جنائي"
"","","low","Ramon Mendoza","رامون ميندوزا","","    46275437","بدون البلاغات الجنائية"
"","","medium","Sara Ibrahim","سارة إبراهيم","","      771765","بدون البلاغات الجنائية"
"2023-04-01 09:41:38","غير مقلقة","dangerous","Deepak Patel","ديباك باتيل","السب والقذف","    85098931","بلاغ جنائي"
"2021-06-23 03:05:34","غير مقلقة","medium","Amit Gupta","أميت غوبتا","مخالفة الأنظمة الجمركية","    14981556","بلاغ جنائي"
"2023-12-10 18:45:36","غير مقلقة","medium","Amit Gupta","أميت غوبتا","القيادة برخصة منتهية","    14981556","بلاغ جنائي"
"2026-03-22 19:37:24","مقلقة","medium","Amit Gupta","أميت غوبتا","الاعتداء على موظف عام أثناء تأدية عمله","    14981556","بلاغ جنائي"
"","","dangerous","Majid Al Falasi","ماجد الفلاسي","","     8529288","بدون البلاغات الجنائية"
"","","low","Asha Patel","آشا باتيل","","     4014176","بدون البلاغات الجنائية"
"","","low","John Ramos","جون راموس","","      939649","بدون البلاغات الجنائية"
"","","medium","Sunita Patel","سونيتا باتيل","","      379523","بدون البلاغات الجنائية"
"","","low","Youssef Al Zaabi","يوسف الزعابي","","    86885942","بدون البلاغات الجنائية"
"","","dangerous","Al Futtaim Logistics","الفطيم للخدمات اللوجستية","","       22163","بدون البلاغات الجنائية"
"","","low","Salem Al Ghafri","سالم الغافري","","      443125","بدون البلاغات الجنائية"
"2025-02-05 20:54:33","مقلقة","dangerous","Bilal Sheikh","بلال شيخ","القيادة بسرعة جنونية","    34111167","بلاغ جنائي"
"2026-07-21 23:48:41","غير مقلقة","dangerous","Bilal Sheikh","بلال شيخ","خيانة الأمانة","    34111167","بلاغ جنائي"
"2020-12-22 00:15:55","غير مقلقة","dangerous","Bilal Sheikh","بلال شيخ","إلحاق الضرر العمدي بالممتلكات","    34111167","بلاغ جنائي"
"2024-08-21 16:00:38","مقلقة","dangerous","Bilal Sheikh","بلال شيخ","مقاومة رجال السلطة","    34111167","بلاغ جنائي"
"2021-02-02 19:16:00","مقلقة","dangerous","Bilal Sheikh","بلال شيخ","الاتجار بالمواد المخدرة","    34111167","بلاغ جنائي"
"2020-04-15 23:40:07","غير مقلقة","dangerous","Bilal Sheikh","بلال شيخ","مخالفة قيود الإقامة","    34111167","بلاغ جنائي"
"","","dangerous","Mahmoud Al Ketbi","محمود الكتبي","","      946149","بدون البلاغات الجنائية"
"","","medium","Priya Das","بريا داس","","     2248326","بدون البلاغات الجنائية"
"2021-04-06 20:55:44","غير مقلقة","dangerous","Fahad Ali","فهد علي","مخالفة قيود الإقامة","    36235921","بلاغ جنائي"
"2021-01-12 08:59:44","غير مقلقة","dangerous","Fahad Ali","فهد علي","خيانة الأمانة","    36235921","بلاغ جنائي"
"","","low","Youssef Khalil","يوسف خليل","","      919726","بدون البلاغات الجنائية"
"2022-12-25 23:15:17","مقلقة","dangerous","Asif Ahmed","آصف أحمد","الدخول للبلاد بطريقة غير مشروعة","    81612291","بلاغ جنائي"
"2022-04-26 16:25:54","غير مقلقة","dangerous","Asif Ahmed","آصف أحمد","مخالفة اشتراطات النقل","    81612291","بلاغ جنائي"
"2023-03-30 12:14:26","غير مقلقة","dangerous","Asif Ahmed","آصف أحمد","تجاوز الإشارة الحمراء بشكل متكرر","    81612291","بلاغ جنائي"
"2025-02-05 20:16:55","مقلقة","dangerous","Asif Ahmed","آصف أحمد","قيادة مركبة مسروقة","    81612291","بلاغ جنائي"
"","","low","Rajesh Pillai","راجيش بيلاي","","    10050499","بدون البلاغات الجنائية"
"2020-04-27 15:00:56","مقلقة","highly dangerous","Mona Al Shamsi","منى الشامسي","الرشوة","    99265887","بلاغ جنائي"
"2024-01-16 15:00:35","مقلقة","highly dangerous","Mona Al Shamsi","منى الشامسي","النصب والاحتيال","    99265887","بلاغ جنائي"
"","","low","Mansoor Al Suwaidi","منصور السويدي","","    88074752","بدون البلاغات الجنائية"
"","","dangerous","Fahad Al Ali","فهد العلي","","       38988","بدون البلاغات الجنائية"
"","","medium","Omar Ali","عمر علي","","    52480334","بدون البلاغات الجنائية"
"","","low","ADNOC Distribution","أدنوك للتوزيع","","    43322434","بدون البلاغات الجنائية"
"","","low","Wadha Ali","وضحة علي","","      658774","بدون البلاغات الجنائية"
"","","dangerous","Hassan Al Zaabi","حسن الزعابي","","    31822401","بدون البلاغات الجنائية"
"2025-01-18 09:44:05","مقلقة","dangerous","Layla Kamal","ليلى كمال","الرشوة","    61876742","بلاغ جنائي"
"","","dangerous","Sunita Gupta","سونيتا غوبتا","","     7570487","بدون البلاغات الجنائية"
"","","medium","Mohan Singh","موهان سينغ","","    44301879","بدون البلاغات الجنائية"
"2021-07-15 18:16:53","مقلقة","dangerous","Mohan Nair","موهان ناير","الاتجار بالمواد المخدرة","      212089","بلاغ جنائي"
"","","low","Suresh Rao","سوريش راو","","    55379676","بدون البلاغات الجنائية"
"","","medium","Kiran Nair","كيران ناير","","    41053670","بدون البلاغات الجنائية"
"","","low","Usman Qureshi","عثمان قريشي","","    36825221","بدون البلاغات الجنائية"
"2023-03-15 06:48:04","غير مقلقة","medium","Youssef Al Muhairi","يوسف المهيري","مخالفة الأنظمة الجمركية","    24052324","بلاغ جنائي"
"","","dangerous","Faisal Ahmed","فيصل أحمد","","    36293582","بدون البلاغات الجنائية"
"","","low","Bahadur Rai","بهادر راي","","       45761","بدون البلاغات الجنائية"
"2026-04-20 11:04:22","غير مقلقة","medium","Huda Mahmoud","هدى محمود","إثارة الشغب","    80685487","بلاغ جنائي"
"","","medium","Fast Track Rental","المسار السريع لتأجير السيارات","","    19077860","بدون البلاغات الجنائية"
"2026-07-08 20:53:49","غير مقلقة","highly dangerous","Aisha Hassan","عائشة حسن","نقل ركاب بدون تصريح","      878923","بلاغ جنائي"
"","","medium","Ali Fahmy","علي فهمي","","    96916842","بدون البلاغات الجنائية"
"2019-11-14 06:24:31","غير مقلقة","highly dangerous","Kamran Khan","كامران خان","التعدي على الأملاك الخاصة","      949371","بلاغ جنائي"
"2022-09-25 14:41:49","مقلقة","highly dangerous","Kamran Khan","كامران خان","الابتزاز الإلكتروني","      949371","بلاغ جنائي"
"2025-10-28 02:24:17","مقلقة","highly dangerous","Kamran Khan","كامران خان","قيادة مركبة مسروقة","      949371","بلاغ جنائي"
"2024-12-12 17:07:27","مقلقة","highly dangerous","Kamran Khan","كامران خان","غسل الأموال","      949371","بلاغ جنائي"
"","","medium","Thomas Miller","توماس ميلر","","      803682","بدون البلاغات الجنائية"
"2020-09-16 13:14:00","مقلقة","highly dangerous","Ravi Menon","رافي مينون","الاعتداء على موظف عام أثناء تأدية عمله","      234530","بلاغ جنائي"
"2019-07-18 11:52:48","مقلقة","highly dangerous","Ravi Menon","رافي مينون","الشروع في السرقة","      234530","بلاغ جنائي"
"2026-04-03 22:18:54","غير مقلقة","highly dangerous","Ravi Menon","رافي مينون","القيادة بدون تأمين ساري","      234530","بلاغ جنائي"
"","","low","Jahangir Hossain","جهانغير حسين","","     8002542","بدون البلاغات الجنائية"
"2025-09-12 16:41:38","غير مقلقة","low","Muhammad Malik","محمد مالك","السب والقذف","    33948686","بلاغ جنائي"
"2024-08-15 20:45:49","غير مقلقة","low","Muhammad Malik","محمد مالك","السب والقذف","    33948686","بلاغ جنائي"
"2024-09-01 09:02:59","غير مقلقة","medium","Rashid Al Ghafri","راشد الغافري","إتلاف ممتلكات عامة","    49944565","بلاغ جنائي"
"2019-04-19 10:48:29","غير مقلقة","medium","Rashid Al Ghafri","راشد الغافري","إلحاق الضرر العمدي بالممتلكات","    49944565","بلاغ جنائي"
"2023-05-08 04:42:54","مقلقة","medium","Rashid Al Ghafri","راشد الغافري","الشروع في السرقة","    49944565","بلاغ جنائي"
"2020-10-24 16:04:07","غير مقلقة","medium","Rashid Al Ghafri","راشد الغافري","نقل ركاب بدون تصريح","    49944565","بلاغ جنائي"
"","","medium","Kiran Nair","كيران ناير","","      568967","بدون البلاغات الجنائية"
"2019-05-31 07:35:24","مقلقة","dangerous","Salama Mansour","سلامة منصور","القيادة أثناء سحب الرخصة","    33936117","بلاغ جنائي"
"2024-12-12 02:54:58","مقلقة","dangerous","Salama Mansour","سلامة منصور","انتحال صفة","    33936117","بلاغ جنائي"
"","","medium","Omar Al Suwaidi","عمر السويدي","","    98542792","بدون البلاغات الجنائية"
"","","low","Anil Patel","أنيل باتيل","","    69949689","بدون البلاغات الجنائية"
"2021-05-10 05:28:40","مقلقة","medium","Majid Darwish","ماجد درويش","حيازة مواد مخدرة","    71063232","بلاغ جنائي"
"2022-04-09 02:28:49","مقلقة","medium","Majid Darwish","ماجد درويش","النصب والاحتيال","    71063232","بلاغ جنائي"
"2023-12-25 23:43:09","مقلقة","highly dangerous","Union Trading LLC","الاتحاد للتجارة ذ.م.م","الرشوة","    21119618","بلاغ جنائي"
"2025-02-10 06:10:07","مقلقة","highly dangerous","Union Trading LLC","الاتحاد للتجارة ذ.م.م","القيادة أثناء سحب الرخصة","    21119618","بلاغ جنائي"
"","","low","Mansoor Mahmoud","منصور محمود","","    59653409","بدون البلاغات الجنائية"
"2021-07-27 13:26:37","مقلقة","highly dangerous","Hamdan Al Suwaidi","حمدان السويدي","الاتجار بالمواد المخدرة","      363011","بلاغ جنائي"
"2023-05-08 01:12:13","مقلقة","highly dangerous","Hamdan Al Suwaidi","حمدان السويدي","انتحال صفة","      363011","بلاغ جنائي"
"2023-11-20 18:49:34","مقلقة","highly dangerous","Hamdan Al Suwaidi","حمدان السويدي","التفحيط وتعريض الأرواح للخطر","      363011","بلاغ جنائي"
"2019-01-03 03:10:37","مقلقة","highly dangerous","Hamdan Al Suwaidi","حمدان السويدي","السرقة","      363011","بلاغ جنائي"
"2020-09-15 00:16:32","مقلقة","highly dangerous","Hamdan Al Suwaidi","حمدان السويدي","عدم الالتزام بالإقامة الجبرية","      363011","بلاغ جنائي"
"","","medium","Abdullah Ibrahim","عبدالله إبراهيم","","    54771503","بدون البلاغات الجنائية"
"","","medium","Asif Ahmed","آصف أحمد","","     4366477","بدون البلاغات الجنائية"
"","","low","Adnan Butt","عدنان بت","","     1634491","بدون البلاغات الجنائية"
"","","highly dangerous","Ravi Nair","رافي ناير","","    81050220","بدون البلاغات الجنائية"
